2011-07-01,53
2011-07-02,78
2011-07-03,59
2011-07-04,62
2011-07-05,67
2011-07-06,67
2011-07-07,43
2011-07-08,67
2011-07-09,55
2011-07-10,41
2011-07-11,63
2011-07-12,60
2011-07-13,88
2011-07-14,75
2011-07-15,68
2011-07-16,41
2011-07-17,68
2011-07-18,56
2011-07-19,35
2011-07-20,56
2011-07-21,85
2011-07-22,37
2011-07-23,79
2011-07-24,31
2011-07-25,83
2011-07-26,42
2011-07-27,56
2011-07-28,54
2011-07-29,44
2011-07-30,63
2011-07-31,58
2011-08-01,71
2011-08-02,53
2011-08-03,45
2011-08-04,31
2011-08-05,59
2011-08-06,44
2011-08-07,100
2011-08-08,58
2011-08-09,61
2011-08-10,31
2011-08-11,59
2011-08-12,59
2011-08-13,49
2011-08-14,40
2011-08-15,32
2011-08-16,65
2011-08-17,63
2011-08-18,76
2011-08-19,54
2011-08-20,39
2011-08-21,77
2011-08-22,44
2011-08-23,49
2011-08-24,50
2011-08-25,68
2011-08-26,32
2011-08-27,83
2011-08-28,75
2011-08-29,80
2011-08-30,70
2011-08-31,44
