2011-01-02 - 2011-01-08,39
2011-01-09 - 2011-01-15,40
2011-01-16 - 2011-01-22,40
2011-01-23 - 2011-01-29,33
2011-01-30 - 2011-02-05,39
2011-02-06 - 2011-02-12,47
2011-02-13 - 2011-02-19,52
2011-02-20 - 2011-02-26,55
2011-02-27 - 2011-03-05,81
2011-03-06 - 2011-03-12,75
2011-03-13 - 2011-03-19,70
2011-03-20 - 2011-03-26,76
2011-03-27 - 2011-04-02,78
2011-04-03 - 2011-04-09,64
2011-04-10 - 2011-04-16,53
2011-04-17 - 2011-04-23,51
2011-04-24 - 2011-04-30,57
2011-05-01 - 2011-05-07,46
2011-05-08 - 2011-05-14,48
2011-05-15 - 2011-05-21,53
2011-05-22 - 2011-05-28,52
2011-05-29 - 2011-06-04,55
2011-06-05 - 2011-06-11,62
2011-06-12 - 2011-06-18,67
2011-06-19 - 2011-06-25,75
2011-06-26 - 2011-07-02,62
2011-07-03 - 2011-07-09,53
2011-07-10 - 2011-07-16,61
2011-07-17 - 2011-07-23,55
2011-07-24 - 2011-07-30,59
2011-07-31 - 2011-08-06,48
2011-08-07 - 2011-08-13,44
2011-08-14 - 2011-08-20,54
2011-08-21 - 2011-08-27,48
2011-08-28 - 2011-09-03,57
2011-09-04 - 2011-09-10,65
2011-09-11 - 2011-09-17,69
2011-09-18 - 2011-09-24,58
2011-09-25 - 2011-10-01,63
2011-10-02 - 2011-10-08,65
2011-10-09 - 2011-10-15,58
2011-10-16 - 2011-10-22,52
2011-10-23 - 2011-10-29,48
2011-10-30 - 2011-11-05,49
2011-11-06 - 2011-11-12,63
2011-11-13 - 2011-11-19,68
2011-11-20 - 2011-11-26,62
2011-11-27 - 2011-12-03,58
2011-12-04 - 2011-12-10,49
2011-12-11 - 2011-12-17,54
2011-12-18 - 2011-12-24,58
2011-12-25 - 2011-12-31,56
2012-01-01 - 2012-01-07,53
2012-01-08 - 2012-01-14,48
2012-01-15 - 2012-01-21,55
2012-01-22 - 2012-01-28,47
2012-01-29 - 2012-02-04,54
2012-02-05 - 2012-02-11,55
2012-02-12 - 2012-02-18,64
2012-02-19 - 2012-02-25,53
2012-02-26 - 2012-03-03,52
2012-03-04 - 2012-03-10,53
2012-03-11 - 2012-03-17,47
2012-03-18 - 2012-03-24,50
2012-03-25 - 2012-03-31,47
2012-04-01 - 2012-04-07,50
2012-04-08 - 2012-04-14,44
2012-04-15 - 2012-04-21,38
2012-04-22 - 2012-04-28,45
